MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RL,5,1956,1956,0.0,1144,1144,1,6,0,1956.0,1,596,11.76756768334381,7.042286171939743,9.166492972195906,3,1,2,1,2
RL,5,1972,1972,0.0,894,894,1,6,0,1985.0,2,600,11.719939634354555,6.795705775173514,8.881836305004146,3,2,2,1,2
RL,5,1962,1962,288.0,864,876,2,8,1,1962.0,1,264,12.040608205802641,7.502186486602924,8.934586870389676,3,1,2,1,2
RM,5,1920,1950,0.0,961,1077,1,6,0,1920.0,1,338,11.112447898373103,6.981934677156389,9.101306450952048,2,1,2,1,2
FV,7,2006,2007,100.0,1092,1112,2,7,0,2007.0,2,438,12.392552212472792,7.346010209913293,9.002701007197938,3,2,3,2,3
RL,8,1996,1996,0.0,1260,1288,1,4,2,1996.0,2,500,12.411052226216713,7.160845906664299,9.61333576618342,3,2,3,2,4
RL,7,2005,2005,0.0,1310,1310,2,6,1,2005.0,2,400,12.01364014498549,7.177782416195197,9.078749951588586,3,2,3,2,3
RL,5,1940,1997,0.0,672,672,1,4,0,1940.0,1,240,11.589886506106357,6.51025834052315,9.230142999272362,3,1,2,1,2
RL,8,1998,1998,650.0,1141,1165,2,10,1,1998.0,2,420,12.460714863903755,7.724446645633537,9.400133943608838,3,3,3,2,3
RL,6,1995,1996,0.0,806,806,2,7,1,1995.0,2,373,12.031719258385396,7.360103972989152,9.246093541682,3,2,2,2,2
RL,4,1976,1993,0.0,1281,1620,2,8,1,1993.0,2,490,11.918390573078392,7.3901814282264295,9.209439966733019,3,1,2,1,2
RL,6,1936,1950,0.0,1064,1166,1,6,0,1936.0,1,240,11.652687407345388,7.40184157874383,9.257223957875032,3,1,2,1,2
RL,6,1915,1976,0.0,840,840,2,8,0,1960.0,1,308,12.083905011555967,7.426549072397305,9.653486547052035,3,2,2,2,2
RL,7,2006,2006,350.0,1063,1071,2,9,1,2006.0,3,947,12.542544882151386,7.683403681053826,9.55775254863573,3,3,3,3,3
FV,8,2007,2008,100.0,1034,1050,2,8,1,2008.0,3,836,12.73596533201339,7.639161171659173,9.287301413112312,3,2,3,3,4
RL,5,1958,1958,0.0,1276,1276,1,5,0,1958.0,1,350,11.002099841204238,7.151485463904735,9.166492972195906,3,1,2,1,2
RL,5,1955,1955,0.0,1056,1056,1,5,0,1955.0,2,572,11.884489021402711,6.962243464266207,10.453053004618049,3,2,2,1,2
FV,7,2009,2009,432.0,1470,1478,2,7,1,2009.0,2,484,12.310432660854417,7.298445101508147,8.390041405755754,3,2,4,3,3
RM,5,1927,1950,0.0,1008,1028,1,5,1,1927.0,2,360,11.652687407345388,6.93537044601511,9.100525505968976,2,1,2,1,2
RL,7,1993,1993,0.0,1080,1080,2,9,1,1993.0,3,678,12.337100907936577,7.64826303090192,9.326165937481774,3,1,3,2,3
RL,7,2007,2007,0.0,1340,1340,2,6,0,2007.0,2,396,12.106992367829498,7.200424892944957,9.093694189856862,3,2,3,2,3
RL,6,1978,1978,203.0,672,672,1,6,1,1978.0,2,440,11.915051671812877,7.24422751560335,8.967504187316237,3,1,2,1,2
RL,6,1918,1950,0.0,1370,1370,2,10,1,1918.0,3,864,12.384218830913648,7.8724551500639794,10.017708696626151,3,2,2,2,2
RL,5,1940,1950,0.0,756,756,1,7,0,1940.0,1,240,11.744037185933616,7.033506484287697,9.006999447958153,3,1,2,1,2
RL,5,1968,1968,0.0,1056,1056,1,6,1,1968.0,1,304,11.863582336583399,6.962243464266207,9.041921720351219,3,1,2,1,2
RM,7,1997,1998,200.0,1344,1344,2,8,0,1997.0,4,784,12.237086699059343,7.203405521083095,8.862200330487287,2,1,2,2,2
RL,6,1977,2000,126.0,1602,1602,2,8,1,1977.0,2,529,12.2783933071098,7.379008127628304,9.719264188452577,3,2,3,2,3
RL,5,1954,1954,0.0,988,988,1,4,0,1954.0,2,520,11.635143097694478,6.895682697747868,9.98736903651683,3,1,2,1,2
RL,8,1998,1998,473.0,1470,1470,2,8,1,1998.0,3,696,12.66032791780777,7.874739125171811,9.126958763037132,3,3,3,2,3
RL,6,1956,1956,74.0,1196,1196,1,6,1,1956.0,1,297,11.842229212112828,7.086737934510577,9.104979856318357,3,1,2,2,2
RM,7,1946,1992,0.0,651,707,1,6,2,1947.0,1,240,11.813030057420567,7.236339342754344,8.125039097367745,2,1,2,1,2
RL,7,1989,1989,145.0,1518,1644,2,5,1,1989.0,2,569,12.524526376648708,7.404887575616125,9.457200449907708,3,1,3,2,3
RL,4,1957,1957,0.0,907,907,1,5,0,1964.0,1,352,11.59917655301345,6.810142450115136,9.058703197313223,3,1,2,1,2
RL,7,2007,2007,108.0,1208,1208,2,6,0,2007.0,2,628,12.182804018590819,7.0967213784947605,8.819073983267831,3,2,3,2,3
RL,6,1988,1988,0.0,1392,1412,2,6,1,1988.0,2,576,12.072541252905651,7.252762418053187,9.346356175893625,3,2,2,2,3
RM,6,1971,1971,232.0,483,483,1,4,0,1971.0,1,264,11.355101379776661,6.894670039433482,7.426549072397305,2,1,2,1,2
RM,6,1920,1998,0.0,901,1088,1,7,0,1978.5061638868744,0,0,11.288531131754366,7.088408778675395,8.628018746505122,2,1,2,1,2
RM,5,1971,1971,376.0,765,765,1,6,0,1971.0,2,440,11.715866308966918,7.21890970761906,7.560080465021827,2,1,2,1,2
RL,6,1997,1998,0.0,926,926,2,7,1,1997.0,2,470,12.106252310247962,7.38025578842646,9.29090601981575,3,2,2,2,2
RM,4,1972,1972,0.0,630,630,1,3,0,1978.5061638868744,0,0,11.302204433654575,6.4457198193855785,7.5443321080536885,2,1,2,2,2
RL,7,1996,1996,0.0,799,827,2,6,1,1996.0,2,550,12.26434155365415,7.415175109613295,9.274910142625483,3,2,3,2,3
RM,6,1920,1950,0.0,648,734,1,6,0,1990.0,2,440,11.661345470088502,7.0192966537150445,8.389359819906353,2,1,2,1,2
RM,6,1926,2004,0.0,884,904,1,4,0,1926.0,1,180,11.686878772093667,6.806829360392176,8.699514748210191,2,1,3,1,2
RL,5,1913,2002,0.0,440,694,1,4,1,1990.0,1,352,11.411446296020374,6.542471960506805,8.361708288575842,3,2,2,1,3
RL,6,1920,2000,0.0,684,684,1,7,0,2005.0,2,528,11.608235644774552,7.086737934510577,9.421735176255844,3,1,2,1,3
RL,10,2008,2008,200.0,3094,2402,2,10,2,2008.0,3,672,13.226723392728571,7.784057002639929,9.644133752071205,3,3,4,3,4
RL,4,1955,1955,270.0,1440,1440,2,8,0,1978.5061638868744,0,0,11.678439903447801,7.272398392570047,9.401621670141608,3,1,2,1,1
RM,5,1930,1992,0.0,1078,1128,2,8,1,1930.0,2,360,12.000891794590137,7.360739903058278,8.738735461363474,2,1,2,1,2
RL,7,2006,2007,72.0,1258,1258,2,6,1,2007.0,3,648,12.058152515453552,7.1372784372603855,8.274357006756292,3,2,3,3,3
RL,7,1994,1995,0.0,915,933,2,8,1,1994.0,2,493,12.254862809699606,7.553810852008231,9.07680897935166,3,2,3,2,3
RL,6,1956,1956,0.0,1436,1689,1,7,1,1956.0,2,480,11.755871643580617,7.4318919168078,9.19573421958682,3,1,2,1,2
RL,6,1966,2002,0.0,1517,1888,2,6,1,1966.0,2,578,12.154779351142624,7.543273346705446,9.71063069382679,3,1,3,1,3
RL,7,1998,1999,0.0,930,956,2,10,1,1998.0,2,431,12.205572520488492,7.542213463193403,9.324918276683619,3,2,3,2,3
RM,6,1937,1950,0.0,780,780,2,7,1,1937.0,1,198,11.691071650353702,7.226936018493289,9.0595174822416,2,1,2,1,2
RM,3,1948,2002,0.0,649,679,1,6,0,1981.0,1,308,11.695247021764184,7.075808863978387,8.699514748210191,2,1,2,1,2
RM,6,1930,2005,0.0,813,813,1,5,0,1932.0,1,270,11.608235644774552,6.70073110954781,8.64541048921699,2,1,2,1,3
RL,7,1975,1975,0.0,1533,1533,2,5,2,1975.0,2,576,12.542544882151386,7.334981878871814,11.167063280451986,3,2,2,2,3
RL,6,1996,1997,42.0,872,888,2,7,0,1996.0,2,422,12.225875272826354,7.470793774195062,9.138092207768558,3,2,3,3,2
FV,8,2008,2008,0.0,768,786,2,6,0,2008.0,2,676,12.254862809699606,7.371489295214277,9.104979856318357,3,2,3,2,3
RL,5,1976,1976,0.0,1728,1728,2,8,0,1976.0,2,560,12.144197241812087,7.454719949364001,9.137447046455858,3,1,2,1,2
RL,7,1973,1973,320.0,1242,1242,1,6,1,1973.0,2,528,12.075394321888057,7.124478262493424,9.169518377455928,3,2,2,1,2
RM,5,1916,1950,0.0,624,624,1,7,0,1916.0,3,513,11.49272275765271,7.203405521083095,8.427487278331744,2,1,2,1,2
RL,4,1954,1994,0.0,1364,1663,1,6,2,1954.0,2,529,12.4529327234617,7.416378479192928,10.882321065382621,3,2,2,2,3
RM,8,1925,1996,0.0,588,833,1,7,1,1925.0,1,228,11.9891596439666,7.418180822726788,8.536995818712418,2,1,2,1,3
RL,5,1950,1950,161.0,709,979,1,5,1,1950.0,1,352,11.608235644774552,7.0925737159746784,8.855805992536562,3,1,2,1,3
FV,8,2009,2009,110.0,832,832,2,8,0,2009.0,2,552,12.481561937216318,7.5678626054638825,8.987696695703624,3,2,3,2,2
RL,7,1936,2007,0.0,560,575,1,6,0,1971.0,2,576,11.951180395901384,7.034387929915503,8.881836305004146,3,1,3,2,3
RL,5,1965,1965,0.0,864,864,1,5,1,1965.0,1,360,11.041048081342682,6.761572768804055,9.0217190130337,3,1,2,1,2
RL,6,1934,1995,0.0,715,849,1,6,1,1939.0,1,240,12.147913731356642,7.414572881350589,9.391661428436555,3,2,2,1,2
RL,5,1978,1978,136.0,1040,1040,2,5,0,1978.5061638868744,0,0,11.728036844587175,6.946975992135418,9.039552050995901,3,2,2,2,2
RM,7,2004,2004,18.0,1375,1414,2,6,1,2004.0,2,398,12.093687514935382,7.254177846456518,8.030084094267563,2,2,3,2,3
RL,7,1970,1970,0.0,1277,1277,1,5,1,1970.0,2,526,12.025749091398891,7.152268856032539,9.271247306879705,3,1,2,1,2
RL,5,1942,1995,224.0,728,888,1,7,2,1942.0,1,312,11.894780707439258,7.404887575616125,9.156939595249067,3,1,2,1,3
RL,8,2006,2006,248.0,1626,1634,2,7,1,2006.0,3,866,12.429216196844383,7.3987862754199485,9.343821763350663,3,3,3,2,3
RL,6,1993,1993,120.0,832,832,2,7,0,1993.0,2,506,12.138863895836725,7.444248649496705,9.136801468641313,3,1,3,2,3
RL,8,1985,1985,0.0,1488,1502,1,4,0,1985.0,2,528,12.26434155365415,7.31455283232408,8.827614750837508,3,3,3,2,3
RL,7,1977,1977,0.0,808,1161,2,8,1,1977.0,2,534,12.154779351142624,7.585281078639126,9.388653907372598,3,2,2,2,2
RM,6,2005,2005,80.0,547,1072,1,5,0,2005.0,2,525,11.904967552746252,6.977281341630747,8.209308411646937,2,1,2,2,2
RL,8,2006,2007,304.0,1976,1976,2,7,1,2006.0,3,908,12.994530005894443,7.588829878307813,9.614270969992395,3,3,3,3,3
RL,8,2000,2000,0.0,1494,1652,2,6,0,2000.0,2,499,12.43320821811392,7.409741954080923,8.58110651715989,3,3,3,2,4
RL,5,1963,1963,0.0,970,970,1,5,0,1996.0,2,624,11.794337924408413,6.877296071497429,9.045465728785949,3,1,2,1,2
RL,6,1997,1998,215.0,1478,1493,2,7,1,1997.0,2,508,12.249610947544657,7.30854279753919,9.482274087459825,3,2,2,2,3
RL,9,2006,2006,772.0,2153,2069,2,9,1,2006.0,3,694,12.84792653170257,7.879669914604289,9.524640032332234,3,3,4,2,4
RL,8,2007,2008,336.0,1705,1718,2,7,1,2007.0,3,826,12.601487417784837,7.4489161025442,9.272093768251665,3,2,3,3,3
RM,4,1937,2000,435.0,907,1131,1,7,0,1995.0,2,672,11.401669829409995,7.030857476116121,8.686935966003333,2,1,2,1,2
RL,9,2004,2005,378.0,1833,1850,2,8,1,2004.0,3,772,12.694652660348845,7.52294091807237,9.682404377188837,3,3,3,3,3
RL,9,2003,2004,562.0,1792,1792,2,6,1,2003.0,3,874,12.832011076396668,7.491087593534876,9.37974553683691,3,3,3,3,4
RM,7,1915,2005,0.0,910,916,1,7,1,1915.0,1,164,11.951180395901384,7.509883061154913,7.824046010856292,2,1,3,1,4
RM,6,1998,1998,116.0,1216,1216,2,5,0,1998.0,2,402,12.007621706806335,7.103322062526113,8.411832675758411,2,1,2,3,2
RL,5,1962,2001,0.0,999,999,1,6,0,1963.0,1,264,11.794337924408413,6.906754778648554,8.956479847999912,3,1,2,1,3
RL,5,1950,2007,0.0,1113,1113,1,5,1,1950.0,1,264,11.898187865760873,7.014814351275545,9.169518377455928,3,1,3,1,3
RL,5,1965,1965,168.0,1073,1073,1,6,0,1965.0,2,515,11.957611286231675,6.9782137426306985,9.23883064237581,3,1,2,1,2
RL,5,1971,1971,0.0,1484,1484,2,7,1,1971.0,2,487,12.072541252905651,7.302496423727326,9.412709624073916,3,2,2,2,2
RL,5,1900,1970,0.0,954,1766,2,10,1,1970.0,2,520,11.982929094215963,7.789040401657477,9.287301413112312,3,1,2,1,2
RM,4,1970,2002,0.0,630,630,1,3,0,1970.0,1,286,11.362102575235644,6.4457198193855785,7.330405211844402,2,1,2,2,3
RM,5,1976,1976,0.0,264,616,1,4,1,1976.0,1,336,11.652687407345388,7.1731917424865985,7.887959336599945,2,1,2,2,2
RL,6,1941,1950,0.0,806,958,1,5,2,1941.0,1,240,11.79810440720389,7.363913501405819,9.157993891603974,3,1,2,1,1
RL,6,2006,2006,0.0,728,728,2,8,0,2006.0,2,429,12.059803326028716,7.283448228756631,9.653614941479894,3,2,3,2,2
RL,5,1960,1960,0.0,1269,1269,1,6,1,1964.0,1,308,11.951180395901384,7.1459844677143876,8.97853441008332,3,1,2,1,2
RM,5,1938,1996,0.0,190,886,1,4,0,1938.0,1,273,11.421906066583059,6.786716950605081,8.6628507638386,2,1,2,1,2
C (all),4,1920,1950,0.0,720,720,1,4,0,1978.5061638868744,0,0,10.460242108190519,6.579251212010101,8.971956271245688,1,1,2,1,2
RL,8,1992,1993,0.0,3200,3228,3,10,1,1992.0,2,546,12.971540487669746,8.07961802938984,9.448727152703086,3,3,3,2,3
RL,7,1925,1950,0.0,1026,1133,2,8,0,1925.0,1,240,12.122691036591123,7.506591780070841,9.118225083068378,3,1,2,1,2
RL,5,1967,2004,89.0,864,899,1,5,0,1967.0,1,288,11.77528972943772,6.80128303447162,8.961879012677683,3,1,2,1,3
RL,5,1958,1985,0.0,912,912,1,5,0,1958.0,1,297,11.695247021764184,6.815639990074331,8.927314111060596,3,1,2,1,2
RM,6,1973,1973,285.0,672,672,1,7,0,1973.0,1,264,11.635143097694478,7.1049654482698426,7.5443321080536885,2,1,2,1,2
FV,7,2005,2005,0.0,866,866,2,7,0,2005.0,2,603,12.33138283649562,7.477604243197589,9.190443740261726,3,2,3,2,3
RL,5,1965,1965,0.0,1214,1214,1,6,0,1965.0,2,461,11.84939770159144,7.101675971619444,9.123692565250511,3,1,2,1,2
RL,7,1959,1997,0.0,1501,1801,2,6,2,1959.0,2,484,12.57418196709457,7.496097345175956,9.655154390148258,3,2,2,1,2
RL,6,1974,1974,0.0,855,855,2,6,1,1974.0,2,440,11.898187865760873,7.186901020411631,7.744136627627991,3,1,2,1,2
RM,5,1952,1952,360.0,960,960,2,10,0,1952.0,2,400,11.732060994886899,7.580699752224563,8.935377071932177,2,1,2,1,2
RL,8,1993,1994,125.0,777,1065,2,8,1,1993.0,2,471,12.2783933071098,7.555381944240273,9.164715193949908,3,1,3,2,3
FV,6,2009,2009,0.0,1218,1218,2,4,0,2009.0,2,676,12.246734627249063,7.1049654482698426,8.969796305981806,3,2,3,2,3
RM,7,1928,2005,0.0,689,689,2,7,1,1928.0,2,360,11.9891596439666,7.228388451573604,9.169518377455928,2,1,2,1,3
RL,5,1959,1959,132.0,1041,1041,1,6,0,1959.0,1,270,11.732060994886899,6.947937068614969,9.169518377455928,3,1,2,1,2
RL,5,1951,2000,70.0,1008,1363,1,6,2,1951.0,1,288,12.01309450854769,7.217443431696533,9.585964638073326,3,1,3,1,2
RL,7,2005,2006,94.0,1368,1368,2,6,1,2005.0,2,474,12.219309648562168,7.221105098182496,8.823500727991183,3,3,3,2,3
RL,5,1958,1958,0.0,864,864,1,5,0,1964.0,2,624,11.77452020265869,6.761572768804055,9.116029692504942,3,1,2,1,2
RL,6,1983,1983,0.0,1084,1080,1,5,0,1983.0,2,484,11.805595078933049,6.984716320118266,9.125544720271467,3,1,2,1,2
RL,5,1926,1950,0.0,768,789,1,5,0,1926.0,1,200,11.477298287327077,6.670766320845874,9.268043082104471,3,2,2,1,2
RL,10,2009,2009,305.0,2006,2020,2,9,1,2009.0,3,900,12.906346868281233,7.61085279039525,9.410829232725586,3,3,4,3,4
RL,6,1972,1972,333.0,689,1378,2,7,1,1972.0,2,583,11.970350312009105,7.6586995582682995,9.254165851516213,3,2,2,1,2
RL,7,1996,1997,921.0,1264,1277,2,7,1,1996.0,3,889,12.487485104968359,7.759614150696903,9.23092700558457,3,3,3,2,3
RL,6,1998,1998,0.0,794,882,2,7,0,1998.0,2,546,12.259613412458204,7.493317248862145,9.162304922937626,3,2,2,2,2
RL,7,1926,2004,0.0,1276,1276,1,9,2,1926.0,1,282,12.363076394339839,7.640123172695364,9.298168082341704,3,2,3,2,3
RL,4,1900,2000,0.0,0,694,2,7,0,1978.5061638868744,0,0,11.573550086786664,7.165493475060845,9.287301413112312,3,1,2,1,2
RL,6,1957,1957,0.0,1244,1244,1,6,2,1957.0,1,336,11.918390573078392,7.126087273299125,9.391661428436555,3,1,2,1,2
RM,6,1947,1950,0.0,1004,1004,2,7,2,1950.0,2,420,11.976659481202368,7.416979621381154,8.517193191416238,2,1,2,1,2
RL,7,1996,1997,594.0,1379,1383,2,8,1,1996.0,3,834,12.662706040212738,7.7823903355874595,9.37475250822657,3,3,3,2,3
FV,7,2005,2005,0.0,1257,1266,2,6,1,2005.0,2,453,12.078239274020289,7.143617602704121,8.922658299524402,3,2,3,2,3
RL,5,1956,2000,0.0,928,928,1,4,0,1956.0,1,252,11.790557201568507,6.833031732786201,9.495519314209846,3,1,2,2,2
RL,9,2008,2008,268.0,1452,1476,2,11,1,2008.0,3,858,13.008659261632127,7.905810312658931,9.612332790605375,3,3,4,3,4
RL,4,1920,2002,0.0,528,605,1,5,0,1978.5061638868744,0,0,11.362102575235644,6.405228458030842,9.115809888129949,3,1,2,1,2
RL,6,1957,1975,103.68526170798899,2035,2515,3,9,2,1975.0,2,484,12.209187788430318,7.83002808253384,10.394151284478166,3,2,3,1,2
RL,6,1988,1989,219.0,1461,1509,2,5,1,1988.0,2,600,12.072541252905651,7.319202458767849,9.230142999272362,3,2,3,2,3
RM,6,1920,1999,0.0,611,751,2,6,0,1920.0,2,502,11.759785542901755,7.216709486709457,8.725020038618554,2,1,2,1,2
RL,5,1955,2007,0.0,0,827,1,5,1,1967.0,1,392,11.585246126549855,6.717804695023691,8.881836305004146,3,1,2,1,2
RL,1,1946,1950,0.0,0,334,1,2,0,1978.5061638868744,0,0,10.578979797857352,5.811140992976701,8.517193191416238,3,1,1,1,1
RL,8,2004,2004,0.0,707,707,2,6,1,2004.0,2,403,12.089538829274222,7.254177846456518,9.111182800442965,3,2,3,3,3
RL,5,1910,1991,0.0,1117,820,1,5,0,1978.5061638868744,0,0,11.585246126549855,7.205635176410364,8.85366542803745,3,1,2,2,2
RL,7,1998,1999,0.0,880,880,2,8,0,1998.0,2,527,12.144197241812087,7.452402451223638,9.096499555552423,3,2,2,2,3
RL,4,1972,1972,0.0,864,864,1,5,0,1980.0,2,576,11.619535200028487,6.761572768804055,9.452109387413557,3,1,2,1,2
RL,5,1968,1968,188.0,1051,1159,1,7,1,1968.0,1,336,11.970350312009105,7.055312843339752,9.354700422483019,3,1,2,1,2
RL,8,2001,2002,479.0,1581,1601,2,6,1,2001.0,2,670,12.513557345278134,7.3783837129967145,9.343384145733948,3,2,3,2,3
RL,9,2006,2006,584.0,1838,1838,2,8,1,2006.0,3,765,12.66032791780777,7.516433302915632,9.588845298501564,3,2,4,3,4
RL,8,2000,2000,72.0,969,997,2,8,1,2000.0,3,648,12.421184025147118,7.734121303328305,9.305650551780507,3,3,3,2,3
RL,7,1998,1999,0.0,1650,1680,2,7,1,1998.0,2,583,12.270220465353926,7.426549072397305,9.224243277145174,3,2,3,3,3
RH,7,1998,1998,182.0,723,767,1,4,0,1998.0,1,367,11.79810440720389,6.642486801367256,8.30844552038576,2,1,2,2,2
RL,7,2006,2006,0.0,654,664,2,7,1,2006.0,2,426,12.09884928474215,7.310550158534422,9.747067633264827,3,2,3,2,3
RL,7,1988,1988,178.0,1204,1377,2,9,0,1988.0,3,786,12.341477282536376,7.688455356549944,9.535101442669385,3,2,3,2,3
RL,6,1923,1950,0.0,1065,915,1,6,1,1950.0,2,440,12.254862809699606,7.399398083331354,9.075322160298095,3,1,2,2,2
RL,5,1970,1970,0.0,768,768,1,5,0,1987.0,2,624,11.771436160121729,6.643789733147672,8.887928819003305,3,1,2,2,2
RM,5,1955,1995,0.0,825,825,1,4,0,1963.0,2,720,11.736069016284437,6.715383386334681,9.016148642611741,2,1,2,1,2
FV,7,2003,2004,0.0,912,912,2,8,1,2003.0,2,615,12.479909311159902,7.646831391430482,9.14580185083861,3,2,3,2,3
RL,6,1977,1977,0.0,1069,1069,2,4,0,1977.0,2,440,11.84939770159144,6.974478911025045,8.304742269640771,3,1,2,2,2
RM,5,1957,1957,0.0,928,928,1,5,0,1957.0,1,288,11.630708500626612,6.833031732786201,8.699514748210191,2,1,2,1,2
RL,8,2006,2006,250.0,1709,1717,2,7,1,2006.0,3,908,12.450977688625896,7.448333860897476,9.318835968129482,3,3,3,3,3
RL,4,1949,2003,0.0,0,1126,2,5,0,2002.0,2,520,11.589886506106357,7.026426808699636,9.079889942592118,3,1,2,1,3
RL,7,2003,2004,292.0,998,1006,2,8,1,2003.0,3,871,12.556729517143344,7.6236419465115715,9.270964993792617,3,3,3,2,3
RM,5,1922,1950,0.0,993,1048,1,5,1,1922.0,1,280,11.635143097694478,6.954638864880987,8.760923376338836,2,1,2,1,2
RL,5,1957,1957,0.0,1092,1092,1,6,1,1957.0,1,299,11.856515169360305,6.9957661563048505,9.605755144230846,3,1,2,1,2
C (all),4,1920,1950,0.0,637,897,1,7,0,1994.0,1,570,11.589886506106357,7.197435354096591,9.309280319831087,1,1,2,1,2
RL,7,1996,1997,0.0,729,729,2,6,1,1996.0,2,406,12.072541252905651,7.27655640271871,9.99296255896373,3,2,2,2,2
RL,7,2003,2004,18.0,1374,1557,2,7,1,2003.0,2,420,12.363076394339839,7.350516171833998,8.069655306886165,3,2,3,2,3
RL,5,1957,1996,180.0,1392,1392,1,5,1,1957.0,2,528,11.70766954176274,7.238496840894365,9.33617975681533,3,1,2,2,2
RL,5,1974,1975,0.0,1389,1389,1,6,1,1975.0,2,418,12.043553716032399,7.236339342754344,9.211339872309265,3,1,2,2,2
RL,5,1940,1969,0.0,996,996,1,6,1,1978.5061638868744,0,0,11.589886506106357,6.903747257584598,9.540147589478611,3,1,2,1,2
RL,6,1918,1950,0.0,1163,1163,2,8,1,1955.0,2,396,12.128111104060462,7.422971251049421,9.988747396486952,3,1,2,2,2
RL,7,1992,2000,0.0,1095,1166,2,9,1,1992.0,2,590,12.498742259492994,7.738488122494646,9.498971993463552,3,3,3,2,3
RL,6,1915,1950,0.0,806,841,1,6,0,1920.0,1,216,11.759785542901755,7.4067107301776405,8.833171133022866,3,1,2,2,1
RL,9,2005,2007,245.0,1122,1134,2,11,1,2005.0,3,656,12.691580461311874,7.825644732219989,9.323490469908839,3,3,3,2,4
RL,7,2004,2004,168.0,1517,1535,2,7,0,2004.0,2,532,12.273731294003989,7.336285660021297,9.227295812625597,3,3,3,2,3
RL,8,1983,2009,0.0,1496,1496,1,5,1,1983.0,2,612,12.66539442642905,7.664815785285735,9.41954725755152,3,1,3,2,3
RL,5,1979,1979,0.0,943,943,1,4,2,1979.0,2,600,11.820116003810051,6.849066282633458,8.858226439365012,3,1,2,2,2
RL,5,1965,1965,108.0,1728,1728,2,10,0,1987.0,2,576,11.867798786962332,7.454719949364001,9.48044384215367,3,1,2,1,2
RL,6,1959,1959,207.0,864,864,1,4,0,1959.0,1,288,11.695247021764184,6.761572768804055,8.900003608959596,3,1,2,1,3
RL,7,2009,2009,0.0,846,846,2,6,0,2009.0,2,650,12.321630986164447,7.433666540166168,9.48486121415014,3,2,2,3,3
RL,7,2000,2000,0.0,384,774,2,8,1,2000.0,2,400,12.043553716032399,7.265429723253953,9.207034914967457,3,2,2,2,2
RL,5,1971,2005,82.0,372,576,1,5,0,1971.0,1,288,11.842229212112828,7.011213987350367,9.259130536145614,3,1,2,1,2
RL,5,1947,1950,0.0,832,832,1,6,0,1947.0,1,336,11.682668239557323,7.103322062526113,9.045465728785949,3,1,2,1,2
RL,7,1928,1950,0.0,861,877,2,6,1,1928.0,1,216,11.884489021402711,7.29776828253138,8.747034264178168,3,1,2,1,2
RL,5,1966,1966,97.0,1164,1320,1,6,2,1966.0,2,564,12.010665849187564,7.1853870155804165,9.373903755841548,3,1,2,1,2
FV,7,2007,2007,0.0,689,703,2,5,0,2007.0,2,540,11.891361900690473,7.238496840894365,8.189799618728228,3,2,3,2,3
RM,5,1954,1954,335.0,1050,1050,2,7,0,1954.0,1,352,11.786762130599957,7.492760300922379,9.405084448768694,2,1,2,1,2
RL,6,1960,1987,85.0,1144,1429,1,7,2,1960.0,2,572,12.111212364506214,7.264730177929867,9.587748882301822,3,1,2,1,3
RL,8,2008,2009,306.0,2042,2042,2,8,1,2009.0,3,1390,12.442302200392747,7.621684998724611,9.449672183486918,3,3,4,3,4
RL,6,1990,1990,104.0,816,816,1,5,0,1978.5061638868744,0,0,11.682668239557323,6.704414354964107,9.379323364330956,3,1,2,2,2
RM,10,1893,2000,0.0,1237,1521,3,9,1,1988.0,2,880,12.691580461311874,7.928406026180535,9.51044496442652,2,1,4,1,3
RM,4,1935,1995,0.0,884,989,1,6,0,1935.0,1,240,11.79810440720389,7.360739903058278,8.719317375506371,2,1,2,1,3
RL,8,2005,2006,208.0,1868,2028,2,7,2,2005.0,3,880,12.820987977820545,7.614805364711073,9.345133468317714,3,2,3,3,3
RL,6,1918,2000,0.0,816,838,1,5,0,1961.0,1,275,11.77528972943772,6.731018100482083,9.236690147298965,3,1,2,1,1
RL,5,1982,1982,0.0,840,860,1,4,0,1996.0,2,528,11.827736204810263,6.756932389247553,9.07566546864958,3,1,2,1,2
RL,5,1968,2003,0.0,1437,1473,1,5,2,1968.0,1,452,11.870599909242044,7.29505641646263,10.130423902089033,3,2,2,1,4
RM,5,1930,1960,0.0,742,779,1,4,0,1988.0,1,308,11.283512300642423,6.840546529288687,9.116029692504942,2,1,2,1,2
RL,7,2004,2004,0.0,770,770,2,6,0,2004.0,2,520,12.132964173709535,7.366445148327599,9.026417533815254,3,2,3,2,3
RL,10,2008,2008,420.0,1722,1728,2,10,1,2008.0,3,842,13.021326833226556,7.738923757439457,9.508814005506162,3,3,4,3,4
RL,5,1982,2003,0.0,816,816,1,4,0,1985.0,2,816,11.835008964139341,6.704414354964107,8.794824928014517,3,1,2,1,2
RM,6,2003,2003,170.0,848,848,1,4,0,2003.0,2,420,11.84939770159144,6.742880635791903,8.39728289474368,2,2,3,2,3
RL,5,1975,1975,0.0,924,924,1,5,0,1981.0,1,280,11.608235644774552,6.828712071641684,8.98594603876032,3,2,2,2,2
